,Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,LotFrontage,MasVnrArea,GarageYrBlt,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,KitchenQual,Functional,PavedDrive,SaleType,SaleCondition,MasVnrType,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Electrical,GarageType,GarageFinish,GarageQual,GarageCond,Alley,FireplaceQu,PoolQC,Fence,MiscFeature
73,74,20,10200,5,7,56,7,320,362,404,1086,1086,0,0,1086,1,0,1,0,3,1,6,0,2,490,0,0,0,0,0,0,0,5,11,144900,85.0,104.0,21.0,3,1,3,3,0,4,0,12,2,2,0,2,1,1,13,14,3,4,1,1,2,1,3,6,2,8,4,1,3,3,3,0,1,4,1,2,4,4,1,3,3,1,1
74,75,50,5790,3,6,95,60,0,0,840,840,840,765,0,1605,0,0,2,0,3,2,8,0,1,379,0,0,202,0,0,0,0,5,12,107400,60.0,0.0,95.0,4,1,3,3,0,0,0,17,2,2,0,5,2,1,12,13,2,2,1,1,2,0,3,6,2,8,4,2,1,3,3,5,5,4,5,2,4,4,1,3,3,2,1
75,76,180,1596,4,5,36,36,462,0,0,462,526,462,0,988,1,0,1,0,2,1,5,0,1,297,120,101,0,0,0,0,0,11,13,91000,21.0,0.0,36.0,4,1,3,3,0,4,0,10,2,2,3,7,1,1,5,5,3,4,1,1,4,1,3,6,2,8,4,2,2,3,1,2,5,4,3,2,4,4,1,3,3,1,1
76,77,20,8475,4,7,52,52,228,0,724,952,952,0,0,952,0,0,1,0,2,1,4,0,1,283,0,0,0,0,0,0,0,4,13,135750,40.0,0.0,52.0,3,1,0,3,0,4,0,12,2,2,0,2,1,1,12,13,3,4,1,1,0,1,3,6,2,8,4,2,3,3,3,0,5,0,5,2,4,4,1,3,3,2,1
77,78,50,8635,5,5,60,7,336,41,295,672,1072,213,0,1285,1,0,1,0,2,1,6,0,1,240,0,0,0,0,0,0,0,1,11,127000,50.0,0.0,60.0,4,1,3,3,0,4,0,3,2,2,0,0,1,1,13,14,3,4,1,1,4,1,3,2,2,8,4,2,3,3,3,1,2,4,5,2,4,4,1,3,3,3,1
78,79,90,10778,4,5,42,42,0,0,1768,1768,1768,0,0,1768,0,0,2,0,4,2,8,0,0,0,0,0,0,0,0,0,0,4,12,136500,72.0,0.0,30.0,3,1,3,3,0,4,0,19,2,2,2,2,3,1,6,6,3,4,1,1,4,0,3,6,2,8,4,2,3,3,3,5,5,4,1,2,4,4,1,3,3,2,1
79,80,50,10440,5,6,99,28,0,0,440,440,682,548,0,1230,0,0,1,1,2,1,5,0,2,440,74,0,128,0,0,0,0,5,12,110000,60.0,0.0,43.0,4,1,3,3,0,0,0,17,2,2,0,5,1,1,13,14,3,4,2,1,2,1,3,6,2,8,4,2,3,3,3,5,5,4,5,2,4,4,0,3,3,3,1
80,81,60,13000,6,6,41,41,448,0,448,896,1182,960,0,2142,0,0,2,1,4,1,8,1,1,509,0,72,0,0,252,0,0,6,15,193500,100.0,576.0,41.0,3,1,3,3,0,0,0,12,2,2,0,5,1,1,12,13,3,2,1,1,4,1,2,6,2,8,4,1,2,3,3,4,5,4,1,0,4,4,1,2,3,2,1
81,82,120,4500,6,5,8,8,1201,0,36,1237,1337,0,0,1337,1,0,2,0,2,1,5,0,2,405,0,199,0,0,0,0,0,3,13,153500,32.0,443.0,8.0,4,1,3,3,0,2,0,11,2,2,4,2,3,1,12,13,3,2,2,1,0,1,3,6,2,8,4,1,0,1,3,2,5,4,1,0,4,4,1,3,3,2,1
82,83,20,10206,8,5,1,1,33,0,1530,1563,1563,0,0,1563,0,0,2,0,3,1,6,1,3,758,144,99,0,0,0,0,0,10,14,245000,78.0,468.0,1.0,3,1,3,3,0,4,0,21,2,2,0,2,1,1,12,13,3,4,2,1,0,1,2,6,2,8,4,3,2,3,3,2,5,4,1,1,4,4,1,2,3,2,1
83,84,20,8892,5,5,47,47,0,0,1065,1065,1065,0,0,1065,0,0,1,1,3,1,6,0,2,461,74,0,0,0,0,0,0,7,12,126500,80.0,66.0,33.0,3,1,0,3,0,4,0,12,2,2,0,2,1,1,8,8,3,4,1,1,2,1,3,6,2,0,4,0,3,3,3,5,5,4,5,2,4,4,1,3,3,2,1
84,85,80,8530,7,5,14,13,0,0,384,384,804,670,0,1474,0,0,2,1,3,1,7,1,2,400,120,72,0,0,0,0,700,5,15,168500,80.0,22.0,14.0,3,1,0,3,0,4,0,8,2,2,0,7,1,1,6,6,3,4,2,1,2,1,3,6,2,8,4,1,2,3,3,5,5,4,3,0,4,4,1,5,3,2,3
85,86,60,16059,8,5,15,14,0,0,1288,1288,1301,1116,0,2417,0,0,2,1,4,1,9,1,2,462,127,82,0,0,0,0,0,4,12,260000,121.0,284.0,15.0,3,1,3,3,0,0,0,15,2,2,0,5,3,1,6,6,2,4,1,1,0,1,2,6,2,8,4,1,2,3,3,5,5,4,1,2,4,4,1,5,3,2,1
86,87,60,11911,6,5,4,4,0,0,684,684,684,876,0,1560,0,0,2,1,3,1,6,1,2,400,100,38,0,0,0,0,0,3,12,174000,122.0,0.0,4.0,3,1,1,3,0,4,0,8,2,2,0,5,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,2,2,3,0,5,5,4,3,0,4,4,1,2,3,2,1
87,88,160,3951,6,5,0,0,0,0,612,612,612,612,0,1224,0,0,2,1,2,1,4,0,2,528,0,234,0,0,0,0,0,6,12,164500,40.0,76.0,0.0,1,1,3,3,0,0,0,21,2,2,4,5,1,1,12,13,2,4,2,1,0,1,2,6,2,6,5,3,2,3,0,5,5,4,5,1,4,4,2,3,3,2,1
88,89,50,8470,3,2,94,27,0,0,1013,1013,1013,0,513,1526,0,0,1,0,2,1,6,0,0,0,0,0,156,0,0,0,0,10,14,85000,105.0,0.0,18.0,0,1,0,3,0,0,0,9,1,1,0,0,3,1,9,10,1,1,1,1,4,0,1,6,0,3,0,2,3,0,3,5,5,4,1,2,4,4,1,3,3,3,1
89,90,20,8070,4,5,13,12,588,0,402,990,990,0,0,990,1,0,1,0,3,1,5,0,0,0,0,0,0,0,0,0,0,8,15,123600,60.0,0.0,1.0,3,1,3,3,0,4,0,5,2,2,0,2,1,1,12,13,3,4,2,1,0,1,3,6,2,8,4,2,2,3,3,2,5,4,1,2,4,4,1,3,3,2,1
90,91,20,7200,4,5,56,56,0,0,0,0,1040,0,0,1040,0,0,1,0,2,1,4,0,2,420,0,29,0,0,0,0,0,7,15,109900,60.0,0.0,56.0,3,1,3,3,0,4,0,12,2,2,0,2,1,1,3,14,3,4,3,1,4,1,3,6,2,8,4,2,3,3,3,5,5,0,5,2,4,4,1,3,3,2,1
91,92,20,8500,5,3,45,45,600,0,635,1235,1235,0,0,1235,0,0,1,0,2,1,6,0,2,480,0,0,0,0,0,0,0,12,12,98600,85.0,203.0,45.0,3,1,3,3,0,4,0,12,2,2,0,2,3,1,6,6,3,4,1,1,4,1,3,6,2,8,0,0,3,3,3,4,5,4,1,2,4,4,1,3,3,1,1
92,93,30,13360,5,7,88,3,713,0,163,876,964,0,0,964,1,0,1,0,2,1,5,0,2,432,0,0,44,0,0,0,0,8,14,163500,80.0,0.0,88.0,3,1,0,1,0,4,0,6,2,2,0,2,1,1,13,14,3,2,0,1,0,1,3,6,2,8,4,2,2,3,3,0,5,4,5,2,4,4,0,3,3,2,1
93,94,190,7200,6,6,97,9,1046,0,168,1214,1260,1031,0,2291,0,1,2,0,4,2,9,1,2,506,0,0,0,0,99,0,0,11,14,133900,60.0,0.0,107.0,0,1,3,3,0,0,0,17,2,2,1,4,3,1,8,8,3,4,0,2,0,0,3,6,2,8,4,2,3,0,2,4,5,4,5,2,4,4,1,2,3,2,1
94,95,60,9337,6,5,10,10,648,0,176,824,905,881,0,1786,1,0,2,1,3,1,7,0,2,684,0,162,0,0,0,0,0,5,12,204750,69.0,0.0,10.0,3,1,0,3,0,4,0,5,2,2,0,5,1,1,12,13,3,2,2,1,0,1,2,6,2,8,4,2,2,3,3,2,5,4,1,1,4,4,1,3,3,2,1
95,96,60,9765,6,8,16,16,310,0,370,680,680,790,0,1470,0,0,2,1,3,1,6,1,2,420,232,63,0,0,0,0,480,4,15,185000,50.0,68.0,16.0,3,1,1,3,0,0,0,8,2,2,0,5,1,1,12,13,0,2,2,1,2,1,3,6,2,8,4,1,2,1,3,0,5,4,3,0,4,4,1,5,3,2,3
96,97,20,10264,7,5,7,7,1162,0,426,1588,1588,0,0,1588,0,0,2,0,3,1,6,0,2,472,158,29,0,0,0,0,0,8,14,214000,78.0,183.0,7.0,3,1,0,3,0,4,0,5,2,2,0,2,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,1,2,3,0,0,5,4,1,1,4,4,1,3,3,2,1
97,98,20,10921,4,5,42,42,520,0,440,960,960,0,0,960,1,0,1,0,3,1,6,0,1,432,120,0,0,0,0,0,0,5,11,94750,73.0,48.0,42.0,3,1,3,1,0,4,0,7,2,2,0,2,3,1,6,6,3,4,1,1,4,1,3,6,1,8,4,1,3,3,3,4,5,1,1,0,4,4,1,3,3,2,1
98,99,30,10625,5,5,90,60,108,0,350,458,835,0,0,835,0,0,1,0,2,1,5,0,1,366,0,0,77,0,0,0,400,5,11,83000,85.0,0.0,90.0,3,1,3,3,0,0,0,7,2,2,0,2,1,1,13,14,3,4,0,1,1,0,3,6,2,0,0,2,3,3,3,0,5,4,2,2,1,4,1,3,3,2,3
99,100,20,9320,4,5,51,51,569,0,381,950,1225,0,0,1225,1,0,1,1,3,1,6,0,0,0,352,0,0,0,0,0,400,1,11,128950,77.0,0.0,54.0,3,1,0,3,0,4,0,12,2,2,0,2,1,1,9,10,3,4,1,1,1,1,3,6,2,8,4,2,3,3,3,0,5,4,1,2,4,4,1,3,3,2,3
100,101,20,10603,6,7,33,9,1200,0,410,1610,1610,0,0,1610,1,0,2,0,3,1,6,2,2,480,168,68,0,0,0,0,0,2,11,205000,67.0,28.0,33.0,3,1,0,3,0,4,0,14,2,2,0,2,1,1,9,10,3,4,2,1,2,1,2,6,2,8,4,1,3,3,2,0,5,4,1,1,4,4,1,5,3,2,1
101,102,60,9206,6,5,25,25,0,0,741,741,977,755,0,1732,0,0,2,1,3,1,7,1,2,476,192,46,0,0,0,0,0,6,12,178000,77.0,336.0,25.0,3,1,3,3,0,4,0,20,2,2,0,5,1,1,6,6,2,4,1,1,4,1,2,6,2,8,4,1,2,3,3,5,5,4,1,0,4,4,1,5,3,2,1
102,103,90,7018,5,5,30,30,0,0,0,0,1535,0,0,1535,0,0,2,0,4,2,8,0,2,410,0,0,0,0,0,0,0,6,11,118964,64.0,0.0,30.0,3,1,3,0,0,4,0,20,2,2,2,2,1,1,6,6,3,1,3,1,4,1,3,6,2,8,2,2,3,3,3,5,5,4,1,2,4,4,1,3,3,2,1
103,104,20,10402,7,5,1,1,0,0,1226,1226,1226,0,0,1226,0,0,2,0,3,1,6,0,3,740,0,36,0,0,0,0,0,5,14,198900,94.0,0.0,1.0,3,1,0,3,0,0,0,5,2,2,0,2,1,1,12,13,3,4,2,1,0,1,2,6,2,8,4,2,2,3,3,5,5,4,1,1,4,4,1,3,3,2,1
104,105,50,7758,7,4,76,57,224,0,816,1040,1226,592,0,1818,0,0,1,1,4,1,7,2,1,240,0,0,0,0,184,0,0,6,13,169500,50.0,600.0,56.0,4,1,3,3,0,0,0,9,2,2,0,0,1,1,11,12,3,1,2,1,0,1,3,6,2,8,4,1,3,3,3,3,5,1,5,2,4,4,1,5,3,2,1
105,106,60,9375,8,5,5,4,0,0,1053,1053,1053,939,0,1992,0,0,2,1,3,1,9,1,2,648,140,45,0,0,0,0,0,8,14,250000,75.0,768.0,5.0,1,1,3,3,0,4,0,21,2,2,0,5,3,1,12,13,2,4,2,1,0,1,2,6,2,8,4,1,0,3,3,5,5,4,1,1,4,4,1,2,3,2,1
106,107,30,10800,4,7,122,12,0,0,641,641,1047,0,0,1047,0,0,1,0,2,1,6,0,1,273,0,0,0,0,0,0,450,8,13,100000,60.0,0.0,53.0,4,1,3,3,0,4,0,17,2,2,0,2,4,1,12,13,3,4,0,1,2,1,3,6,0,8,4,2,1,3,3,5,5,4,5,2,1,1,0,3,3,2,3
107,108,20,6000,5,5,60,58,104,169,516,789,789,0,0,789,0,0,1,0,2,1,5,0,1,250,0,0,0,0,0,0,0,4,14,115000,50.0,0.0,60.0,4,1,3,3,0,4,0,17,2,2,0,2,1,1,12,13,3,4,1,1,0,1,3,6,2,8,5,2,3,3,3,0,1,4,5,2,4,4,1,3,3,2,1
108,109,50,8500,5,7,88,2,0,0,793,793,997,520,0,1517,0,0,2,0,3,1,7,0,0,0,0,0,144,0,0,0,0,8,11,115000,85.0,0.0,2.0,4,1,3,3,0,0,0,9,0,2,0,0,1,1,5,5,3,4,1,2,4,0,1,6,0,8,4,2,3,3,3,5,5,1,1,2,4,4,1,3,3,2,1
109,110,20,11751,6,6,33,33,705,0,1139,1844,1844,0,0,1844,0,0,2,0,3,1,7,1,2,546,0,122,0,0,0,0,0,1,15,190000,105.0,480.0,33.0,3,1,0,3,0,4,0,14,2,2,0,2,3,1,9,10,3,4,1,1,0,1,3,6,2,0,4,1,2,3,3,1,5,4,1,1,4,4,1,5,3,3,1
110,111,50,9525,6,4,52,34,444,0,550,994,1216,639,0,1855,0,0,2,0,4,1,7,0,1,325,182,0,0,0,0,0,0,10,11,136900,75.0,0.0,52.0,3,1,3,3,0,4,0,7,2,2,0,0,1,1,13,14,3,4,1,1,2,1,3,6,2,8,4,2,3,0,3,4,5,4,1,2,4,4,1,3,3,2,1
111,112,80,7750,7,5,10,10,250,0,134,384,774,656,0,1430,0,0,2,1,3,1,7,1,2,400,180,0,0,0,0,0,0,4,14,180000,35.0,0.0,10.0,3,1,0,3,0,4,0,8,2,2,0,7,1,1,12,13,3,4,2,1,0,1,3,6,2,8,4,2,2,3,3,2,5,4,3,0,4,4,1,5,3,2,1
112,113,60,9965,7,5,0,0,984,0,280,1264,1282,1414,0,2696,1,0,2,1,4,1,10,1,3,792,120,184,0,0,168,0,0,10,14,383970,77.0,220.0,0.0,3,1,3,3,0,4,0,5,2,2,0,5,1,1,12,13,2,4,2,1,0,1,0,6,2,6,5,3,0,3,0,2,5,4,3,0,4,4,1,2,3,2,1
113,114,20,21000,6,5,54,54,35,869,905,1809,2259,0,0,2259,1,0,2,0,3,1,7,2,2,450,166,120,192,0,0,0,0,10,14,217000,55.0,184.0,54.0,3,1,3,0,0,0,0,6,2,2,0,2,3,1,13,14,3,2,1,1,4,1,2,6,2,0,0,1,2,3,2,0,4,4,2,2,4,4,1,2,3,3,1
114,115,70,7259,6,8,62,5,774,150,104,1028,1436,884,0,2320,1,0,2,1,3,1,9,1,1,180,224,0,0,0,0,0,0,7,14,259500,61.0,0.0,62.0,3,1,0,3,0,4,1,6,2,2,0,5,2,1,13,14,3,4,1,1,0,1,2,6,2,8,4,2,3,3,3,0,3,4,5,2,4,4,1,5,3,3,1
115,116,160,3230,6,5,8,8,419,0,310,729,729,729,0,1458,0,0,2,1,2,1,5,1,2,440,0,32,0,0,0,0,0,6,12,176000,34.0,1129.0,8.0,1,1,3,3,0,0,0,21,2,2,4,5,1,1,8,8,3,4,2,1,2,1,3,6,2,8,4,1,2,3,3,2,5,4,5,2,4,4,2,1,3,2,1
116,117,20,11616,5,5,47,47,170,670,252,1092,1092,0,0,1092,0,1,1,0,3,1,6,1,1,288,0,20,144,0,0,0,0,9,14,139000,60.0,116.0,47.0,3,1,3,3,0,4,0,19,2,2,0,2,1,1,13,14,3,4,1,1,4,1,3,6,2,8,4,1,3,3,3,3,1,4,1,2,4,4,1,4,3,2,1
117,118,20,8536,5,5,1,0,0,0,1125,1125,1125,0,0,1125,0,0,1,1,2,1,5,0,2,430,80,64,0,0,0,0,0,4,11,155000,74.0,0.0,0.0,3,1,3,3,0,0,0,7,2,2,0,2,1,1,12,13,3,4,2,1,2,1,3,6,2,6,5,2,2,3,3,5,5,4,1,2,4,4,1,3,3,2,1
118,119,60,12376,7,5,20,20,1470,0,203,1673,1699,1523,0,3222,1,0,3,0,5,1,11,2,3,594,367,0,0,0,0,0,0,5,15,320000,90.0,0.0,20.0,3,1,3,3,0,0,0,20,2,2,0,5,3,1,9,10,3,4,2,1,2,1,2,6,2,8,4,2,2,3,2,2,5,4,1,2,4,4,1,5,3,2,1
119,120,60,8461,6,5,1,0,0,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,1,2,390,0,24,0,0,0,0,0,7,15,163990,65.0,0.0,1.0,3,1,3,3,0,4,0,5,2,2,0,5,1,1,12,13,2,4,2,1,0,1,2,6,2,6,5,2,2,3,3,5,5,4,1,0,4,4,1,2,3,2,1
120,121,80,21453,6,5,37,37,938,0,0,938,988,0,0,988,1,0,1,0,1,1,4,2,2,540,0,130,0,130,0,0,0,10,14,180000,95.0,0.0,37.0,3,1,0,2,0,1,2,4,2,2,0,7,0,3,9,10,3,4,1,1,0,1,3,6,2,8,4,2,3,3,1,0,5,4,1,2,4,4,1,5,3,2,1
121,122,50,6060,4,5,68,57,0,0,732,732,772,351,0,1123,0,0,1,0,3,1,4,0,1,264,0,0,140,0,0,0,0,6,13,100000,50.0,0.0,28.0,4,1,3,3,0,4,0,9,2,2,0,0,1,1,0,0,3,4,2,1,2,1,3,6,1,8,4,2,3,3,3,5,5,4,5,2,4,4,1,3,3,3,1
122,123,20,9464,6,7,50,50,570,0,510,1080,1080,0,0,1080,0,0,1,0,3,1,5,0,1,288,0,0,0,0,130,0,0,6,13,136000,75.0,135.0,50.0,3,1,3,3,0,0,0,12,2,2,0,2,3,1,8,8,3,2,1,1,2,1,3,6,2,8,4,1,3,3,3,1,5,4,1,2,4,4,1,3,3,2,1
123,124,120,7892,6,5,15,15,300,0,899,1199,1199,0,0,1199,0,0,2,0,2,1,5,0,2,530,0,63,0,0,0,0,0,3,12,153900,55.0,0.0,15.0,3,1,3,3,0,4,0,20,2,2,4,2,1,1,9,10,2,4,2,1,0,1,2,6,2,8,4,2,2,3,3,2,5,4,1,1,4,4,1,3,3,2,1
124,125,20,17043,6,5,30,11,0,0,1362,1362,1586,0,0,1586,0,0,2,0,3,1,7,1,2,435,192,0,0,0,0,0,0,1,15,181000,48.0,0.0,30.0,3,1,0,3,0,1,0,14,2,2,0,2,1,1,6,6,3,2,1,1,4,1,3,6,2,8,4,2,2,0,3,5,5,4,1,2,4,4,1,5,3,2,1
125,126,190,6780,6,8,71,24,490,0,30,520,520,0,234,754,1,0,1,0,2,1,5,0,0,0,53,0,0,0,0,0,0,6,14,84500,60.0,0.0,69.0,4,1,3,3,0,4,0,9,2,2,1,0,1,1,13,14,3,1,1,1,2,0,3,6,0,8,4,2,3,3,0,2,5,4,1,2,4,4,1,3,3,2,1
126,127,120,4928,6,5,31,31,120,0,958,1078,958,0,0,958,0,0,2,0,2,1,5,1,2,440,0,205,0,0,0,0,0,2,14,128000,85.0,0.0,30.0,3,1,0,3,0,4,0,13,2,2,4,2,1,1,9,10,3,4,1,1,4,1,3,6,2,8,4,2,2,3,3,0,5,4,1,1,4,4,1,5,3,2,1
127,128,45,4388,5,7,77,57,116,0,556,672,840,0,0,840,0,0,1,0,3,1,5,1,0,0,0,0,0,0,0,0,0,6,15,87000,55.0,0.0,7.0,4,1,0,0,0,4,0,17,1,2,0,1,1,1,14,14,3,2,0,1,0,1,3,6,0,8,4,2,3,3,3,3,5,4,1,2,4,4,1,5,3,2,1
128,129,60,7590,6,5,40,40,512,0,148,660,660,688,0,1348,0,0,1,1,3,1,6,1,2,453,188,108,0,0,0,0,0,7,15,155000,69.0,266.0,40.0,3,1,3,3,0,4,0,12,4,2,0,5,1,1,12,13,3,4,1,1,4,1,3,6,2,8,4,1,3,3,3,1,5,4,1,1,4,4,1,1,3,2,1
129,130,20,8973,5,7,48,15,567,28,413,1008,1053,0,0,1053,0,1,1,1,3,1,6,0,2,750,0,80,0,180,0,0,0,7,15,150000,69.0,85.0,8.0,3,1,3,3,0,4,0,12,2,2,0,2,1,1,9,10,3,4,1,1,4,1,0,6,2,8,0,1,3,3,3,4,1,0,0,1,4,4,1,3,3,4,1
130,131,60,14200,7,6,40,40,445,0,479,924,1216,941,0,2157,0,0,2,1,4,1,8,2,2,487,105,66,0,0,0,0,0,5,12,226000,88.0,309.0,40.0,3,1,3,3,0,0,0,12,2,2,0,5,1,1,8,8,3,4,1,1,0,1,2,6,2,8,4,1,3,3,3,4,5,4,1,0,4,4,1,2,3,0,1
131,132,60,12224,6,5,9,9,695,0,297,992,1022,1032,0,2054,1,0,2,1,3,1,7,1,2,390,24,48,0,0,0,0,0,7,14,244000,68.0,40.0,9.0,3,1,0,3,0,0,0,8,2,2,0,5,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,1,2,3,3,2,5,4,3,1,4,4,1,5,3,2,1
132,133,20,7388,5,6,48,5,405,0,658,1063,1327,0,0,1327,1,0,1,0,3,1,7,0,2,624,0,0,0,0,0,0,0,7,12,150750,75.0,0.0,33.0,3,1,3,3,0,0,0,12,2,2,0,2,1,1,8,8,3,4,1,1,2,1,2,6,2,8,4,2,3,3,3,4,5,4,5,2,4,4,1,3,3,2,1
133,134,20,6853,8,5,8,7,1005,0,262,1267,1296,0,0,1296,1,0,2,0,2,1,6,0,2,471,192,25,0,0,0,0,0,6,15,220000,60.0,136.0,8.0,3,1,0,3,0,4,0,23,2,2,0,2,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,1,0,3,3,2,5,4,1,0,4,4,1,3,3,2,1
134,135,20,10335,5,6,38,13,570,0,891,1461,1721,0,0,1721,0,0,2,1,3,1,7,1,2,440,0,96,180,0,0,0,0,7,13,180000,78.0,0.0,38.0,3,1,0,3,0,4,0,19,2,2,0,2,1,1,9,10,3,4,1,1,2,1,3,2,2,8,4,2,3,3,3,4,5,4,1,1,4,4,1,5,3,3,1
135,136,20,10400,7,6,38,38,0,0,1304,1304,1682,0,0,1682,0,0,2,0,3,1,7,1,2,530,98,0,0,0,0,0,0,5,14,174000,80.0,288.0,38.0,3,1,3,3,0,4,0,14,2,2,0,2,3,1,9,10,3,4,2,1,2,1,3,6,2,8,4,1,3,3,3,5,5,4,1,2,4,4,1,2,3,3,1
136,137,20,10355,5,5,40,40,695,0,519,1214,1214,0,0,1214,0,0,2,0,3,1,5,1,1,318,0,111,0,0,0,0,0,7,15,143000,21.0,196.0,40.0,3,1,0,3,0,0,0,12,2,2,0,2,1,1,8,8,3,4,1,1,4,1,3,6,2,8,4,1,3,3,3,1,5,4,1,1,4,4,1,1,3,2,1
137,138,90,11070,7,5,18,17,0,0,1907,1907,1959,0,0,1959,0,0,3,0,5,2,9,0,3,766,0,0,0,0,0,0,0,7,13,171000,82.0,70.0,17.0,3,1,3,3,0,4,0,11,2,2,2,2,1,1,12,13,3,4,1,1,2,1,3,6,2,8,3,1,3,3,3,5,5,4,0,2,4,4,1,3,3,2,1
138,139,60,9066,8,5,9,8,668,0,336,1004,1004,848,0,1852,0,0,2,1,3,1,7,2,3,660,224,106,0,0,0,0,0,12,12,230000,73.0,320.0,9.0,3,1,0,3,0,4,0,5,2,2,0,5,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,1,2,3,2,2,5,4,1,0,4,4,1,5,3,0,1
139,140,60,15426,6,5,12,12,821,0,107,928,928,836,0,1764,1,0,2,1,3,1,7,0,2,470,276,99,0,0,0,0,0,8,11,231500,65.0,0.0,12.0,3,1,0,3,0,4,0,5,2,2,0,5,1,1,12,13,3,4,2,1,0,1,2,6,2,8,4,2,2,3,3,2,5,4,1,1,4,4,1,3,3,3,1
140,141,20,10500,4,5,39,39,432,0,432,864,864,0,0,864,0,0,1,0,3,1,5,1,0,0,0,0,0,0,0,0,0,4,15,115000,70.0,0.0,83.0,3,1,3,3,0,2,0,12,2,2,0,2,1,1,6,6,3,4,1,1,4,1,3,6,2,4,4,2,3,3,3,0,5,4,1,2,4,4,1,4,3,2,1
141,142,20,11645,7,5,1,1,1300,0,434,1734,1734,0,0,1734,1,0,2,0,3,1,7,0,2,660,160,24,0,0,0,0,0,1,11,260000,78.0,0.0,1.0,3,1,3,3,0,4,0,5,2,2,0,2,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,2,2,3,0,2,5,4,1,0,4,4,1,3,3,2,1
142,143,50,8520,5,4,58,58,507,0,403,910,910,475,0,1385,0,0,2,0,4,1,6,0,2,720,0,0,0,0,0,0,0,6,12,166000,71.0,0.0,10.0,3,1,3,3,0,0,0,12,0,2,0,0,1,1,3,14,3,1,1,1,1,1,3,6,2,8,4,2,3,3,3,4,5,4,5,2,4,4,1,3,3,3,1
143,144,20,10335,7,5,10,10,679,0,811,1490,1501,0,0,1501,1,0,2,0,3,1,6,0,2,577,144,29,0,0,0,0,0,6,15,204000,78.0,183.0,10.0,3,1,0,3,0,4,0,5,2,2,0,2,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,1,2,3,1,2,5,4,1,1,4,4,1,3,3,2,1
144,145,90,9100,5,5,43,43,1332,0,396,1728,1728,0,0,1728,1,0,2,0,6,2,10,0,2,504,0,0,0,0,0,0,0,11,15,125000,70.0,336.0,43.0,4,1,3,3,0,4,0,19,5,2,2,2,1,1,6,6,3,4,1,1,4,1,3,6,2,4,0,1,3,3,3,4,5,4,5,2,4,4,1,3,3,2,1
145,146,160,2522,6,5,2,0,0,0,970,970,970,739,0,1709,0,0,2,0,3,1,7,0,2,380,0,40,0,0,0,0,0,4,12,130000,24.0,50.0,2.0,4,1,3,3,0,4,0,7,2,2,3,5,1,1,12,13,2,4,2,1,0,1,2,0,2,8,4,3,2,3,3,5,5,4,5,2,4,4,1,3,3,2,1
146,147,30,6120,5,7,78,16,209,0,506,715,875,0,0,875,1,0,1,0,2,1,5,0,1,180,48,0,0,0,0,0,0,11,11,105000,51.0,0.0,78.0,4,1,3,3,0,0,0,3,2,2,0,2,1,1,13,14,3,4,0,1,4,1,3,6,2,8,4,2,3,3,3,1,5,0,5,2,1,4,1,3,3,2,1
147,148,60,9505,7,5,9,9,0,0,884,884,884,1151,0,2035,0,0,2,1,3,1,8,1,2,434,144,48,0,0,0,0,0,5,13,222500,60.0,180.0,9.0,3,1,0,3,0,1,0,8,2,2,0,5,1,1,12,13,2,4,2,1,0,1,2,6,2,8,4,1,2,3,3,5,5,4,3,0,4,4,1,2,3,2,1
148,149,20,7500,7,5,4,3,680,0,400,1080,1080,0,0,1080,1,0,1,0,3,1,6,0,0,0,0,0,0,0,0,0,0,4,15,141000,63.0,120.0,20.0,3,1,3,3,0,4,0,20,2,2,0,2,1,1,12,13,3,4,2,1,0,1,2,6,2,8,4,1,2,3,3,2,5,4,1,2,4,4,1,3,3,2,1
149,150,50,6240,5,4,70,56,0,0,896,896,896,448,0,1344,0,0,1,0,3,1,7,0,1,240,200,114,0,0,0,0,0,4,14,115000,84.0,0.0,70.0,4,1,3,3,0,4,0,3,2,2,0,0,1,1,8,8,3,4,0,1,2,1,3,6,2,8,4,2,2,3,3,5,5,0,5,2,1,4,1,3,3,2,1
